coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Sat Jul 25 22:48:27 +0000 2020,,,,0,1287157795343740930,,,,en,,,3893,1287156298971324423,tonyschwartz,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @tonyschwartz: Trump is going to bring down a raft of Republican members of the House and the Senate. Simple moral: you reap what you so…,https://twitter.com/Women4Biden/status/1287157795343740930,Thu Apr 23 00:40:27 +0000 2020,Women4Biden,false,"We did it! We believe when women show up, we win. Helped President-Elect @JoeBiden and Vice President-Elect @KamalaHarris win in 2020. #BidenHarris2020",17168,74844,2608,236,The White House,WomenForBidenHarris,Women4Biden,14529,,,false
,Fri Aug 07 18:53:50 +0000 2020,,https://twitter.com/TheDemCoalition/status/1291772344982282240/video/1,,0,1291809793498177536,,,,en,,false,79,1291793811442741248,LeeHolly81,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @LeeHolly81: @realDonaldTrump Trump’s a disgrace... roll the tape!

https://t.co/sio2O916pE",https://twitter.com/WhiteHouseWacko/status/1291809793498177536,Tue Jan 31 04:17:17 +0000 2017,WhiteHouseWacko,false,"#TeamPelosi #Resist #RESISTANCE Blocked by D.Loesch, T. Fitton, D. Bongino, S. Baio, K. Alley, C. Woolery, M. Tracey & R. Moore. #TrumpResign",62765,4253,4998,1,"Los Angeles, Ca",I Won't Back Down To Trumpism,WhiteHouseWacko,138702,,,false
,Thu Aug 06 04:33:42 +0000 2020,,,,0,1291230948084744193,,,,en,,,20,1291229146756964354,Politics_PR,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Politics_PR: Former Trump ambassador tells Rachel Maddow ‘it’s a big red flag’ that Trump is trying to hide investigation of Turnberry…,https://twitter.com/WhiteHouseWacko/status/1291230948084744193,Tue Jan 31 04:17:17 +0000 2017,WhiteHouseWacko,false,"#TeamPelosi #Resist #RESISTANCE Blocked by D.Loesch, T. Fitton, D. Bongino, S. Baio, K. Alley, C. Woolery, M. Tracey & R. Moore. #TrumpResign",62765,4253,4998,1,"Los Angeles, Ca",I Won't Back Down To Trumpism,WhiteHouseWacko,138702,,,false
,Thu Jul 02 06:52:16 +0000 2020,,,,0,1278582245398216705,,,,en,,,704,1278508953006194694,SiegelAtty,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @SiegelAtty: The Russian bounties were being paid by the same GRU unit that attacked our elections, according to @RepAdamSchiff on @madd…",https://twitter.com/WhiteHouseWacko/status/1278582245398216705,Tue Jan 31 04:17:17 +0000 2017,WhiteHouseWacko,false,"#TeamPelosi #Resist #RESISTANCE Blocked by D.Loesch, T. Fitton, D. Bongino, S. Baio, K. Alley, C. Woolery, M. Tracey & R. Moore. #TrumpResign",62765,4253,4998,1,"Los Angeles, Ca",I Won't Back Down To Trumpism,WhiteHouseWacko,138702,,,false
,Sat Aug 08 13:00:52 +0000 2020,,,https://www.nytimes.com/2020/08/08/magazine/us-russia-intelligence.html?smid=tw-share,93,1292083355903823875,,,,en,,false,45,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TL;DR - Trump has inflicted damage to our intelligence services that we have yet to understand. And, yes he is Putin's puppet.

Unwanted Truths: Inside Trump’s Battles With U.S. Intelligence Agencies https://t.co/u7Y7iS0Wxo",https://twitter.com/Women4Biden/status/1292083355903823875,Thu Apr 23 00:40:27 +0000 2020,Women4Biden,false,"We did it! We believe when women show up, we win. Helped President-Elect @JoeBiden and Vice President-Elect @KamalaHarris win in 2020. #BidenHarris2020",17168,74844,2608,236,The White House,WomenForBidenHarris,Women4Biden,14529,,,false
,Wed Jul 22 02:08:45 +0000 2020,,,https://www.huffpost.com/entry/susan-collins-trump-reelection-support_n_5f15abbdc5b6cec246c5a358,2140,1285758650351575043,,,,en,,false,415,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Hilarious  https://t.co/yUr8S28oFU,https://twitter.com/MollyJongFast/status/1285758650351575043,Fri Apr 04 01:41:30 +0000 2008,MollyJongFast,false,Editor at large @thedailybeast. podcasting “The New Abnormal” & Wife of @Mattgreenfield & mother of @woketeenageson,825373,786024,5889,4434,,Molly Jong-Fast🏡,MollyJongFast,218877,,https://www.instagram.com/mollyjongfast/?hl=en,true
,Mon Jul 27 01:01:06 +0000 2020,,https://twitter.com/Women4Biden/status/1287553565624422401/photo/1,https://buff.ly/39wACeG,29,1287553565624422401,,,,en,,false,8,,,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","We’re gearing up for our second book club meeting, this time featuring Sarah Blake and her National Jewish Book Award winner, Naamah! Join us on 7/27 as we chat with Sarah and talk about how we can help get Joe Biden elected this November! 
RSVP LINK: https://t.co/ix9zSXy8ve https://t.co/L0JxzWrtnK",https://twitter.com/Women4Biden/status/1287553565624422401,Thu Apr 23 00:40:27 +0000 2020,Women4Biden,false,"We did it! We believe when women show up, we win. Helped President-Elect @JoeBiden and Vice President-Elect @KamalaHarris win in 2020. #BidenHarris2020",17168,74844,2608,236,The White House,WomenForBidenHarris,Women4Biden,14529,,,false
,Wed Aug 12 20:21:09 +0000 2020,BountyGate,,,0,1293643706696777728,,,,en,,,2655,1293642573941284870,SenDuckworth,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @SenDuckworth: If Pompeo can call out Russia on #BountyGate, there is no reason Donald Trump can't. Day 47.",https://twitter.com/WhiteHouseWacko/status/1293643706696777728,Tue Jan 31 04:17:17 +0000 2017,WhiteHouseWacko,false,"#TeamPelosi #Resist #RESISTANCE Blocked by D.Loesch, T. Fitton, D. Bongino, S. Baio, K. Alley, C. Woolery, M. Tracey & R. Moore. #TrumpResign",62765,4253,4998,1,"Los Angeles, Ca",I Won't Back Down To Trumpism,WhiteHouseWacko,138702,,,false
,Sun Aug 09 23:16:13 +0000 2020,,,,0,1292600603017752576,,,,en,,,6596,1292547583324364800,matthewamiller,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @matthewamiller: Did I dream this or was it really reported this weekend that Trump asked the SD gov about adding his face to Mt Rushmor…,https://twitter.com/WhiteHouseWacko/status/1292600603017752576,Tue Jan 31 04:17:17 +0000 2017,WhiteHouseWacko,false,"#TeamPelosi #Resist #RESISTANCE Blocked by D.Loesch, T. Fitton, D. Bongino, S. Baio, K. Alley, C. Woolery, M. Tracey & R. Moore. #TrumpResign",62765,4253,4998,1,"Los Angeles, Ca",I Won't Back Down To Trumpism,WhiteHouseWacko,138702,,,false
,Sun Aug 09 21:17:25 +0000 2020,,,https://www.axios.com/trump-executive-order-insurance-preexisting-conditions-6482b96a-e9fe-4efe-8d40-141d1adee730.html,6629,1292570705440145410,,,,en,,false,1812,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","This is worse than meaningless. In the real world, pre-existing conditions are already protected under the Affordable Care Act—and  Donald Trump and the Republicans have repeatedly fought to destroy it. 

https://t.co/PJunKDQg3F",https://twitter.com/ewarren/status/1292570705440145410,Thu Aug 18 16:43:48 +0000 2011,ewarren,false,"U.S. Senator, former teacher. Wife, mom (Amelia, Alex, Bailey, @CFPB), grandmother, and Okie. She/her. Official campaign account.",243,5341769,559,17075,Massachusetts,Elizabeth Warren,ewarren,11071,,https://elizabethwarren.com/,true
,Fri Jul 24 16:35:39 +0000 2020,BidenCoalition,,,0,1286701591081488386,,,,en,,,12,1286697627111657473,natkatsal,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @natkatsal: Use your creativity to share why you support @JoeBiden! Leading up to the DNC, each week the #BidenCoalition Pinterest team…",https://twitter.com/Women4Biden/status/1286701591081488386,Thu Apr 23 00:40:27 +0000 2020,Women4Biden,false,"We did it! We believe when women show up, we win. Helped President-Elect @JoeBiden and Vice President-Elect @KamalaHarris win in 2020. #BidenHarris2020",17168,74844,2608,236,The White House,WomenForBidenHarris,Women4Biden,14529,,,false
,Fri Jul 24 20:36:55 +0000 2020,,,,0,1286762307222085633,,,,en,,,2730,1286751794065006594,soledadobrien,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @soledadobrien: One day an ad showing where Nikki Haley said she a “proud” of Trump’s “selfless leadership” will be used in an ad agains…,https://twitter.com/WhiteHouseWacko/status/1286762307222085633,Tue Jan 31 04:17:17 +0000 2017,WhiteHouseWacko,false,"#TeamPelosi #Resist #RESISTANCE Blocked by D.Loesch, T. Fitton, D. Bongino, S. Baio, K. Alley, C. Woolery, M. Tracey & R. Moore. #TrumpResign",62765,4253,4998,1,"Los Angeles, Ca",I Won't Back Down To Trumpism,WhiteHouseWacko,138702,,,false
,Tue Jul 07 01:43:08 +0000 2020,,,https://wapo.st/322J2sH,336,1280316388918231040,,,,en,,false,110,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Our own @PaulDEaton52 was a senior military participant in this exercise, war gaming a scenario in which Trump narrowly loses.

The results are downright terrifying, as outlined in this piece.

We must overwhelmingly defeat Trump.

https://t.co/rCOoiWkZad",https://twitter.com/votevets/status/1280316388918231040,Mon Sep 29 16:00:48 +0000 2008,votevets,false,"Blocked by @realDonaldTrump. Since 2006, 700K veterans, military families, & supporters have been electing Veterans to office & fighting for progressive values.",19391,275231,5455,1868,United States,VoteVets (Text VOTEVETS to 88424),votevets,23852,,https://linktr.ee/VoteVets,true
,Tue Aug 11 19:37:47 +0000 2020,,,,0,1293270408813252612,,,,en,,,1328,1293195639019524096,JGFink,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @JGFink: NEWS: I'm not the next VP...but I am excited to step up as Chief of Staff on @JoeBiden's Paid Media team. Humbled to be on a ki…,https://twitter.com/Il4Kamala/status/1293270408813252612,Mon Apr 01 13:51:41 +0000 2019,Il4Kamala,false,Affinity account for Kamala supporters from IL #BidenHarris2020 #Khive4Biden #Biden2020  IG: @Illinois4Kamala,13704,1755,1734,13,"Illinois, USA",Illinois For Kamala #BidenHarris2020 ⚖️,Il4Kamala,11015,,http://www.illinois4kamala.com,false
,Thu Aug 13 17:35:04 +0000 2020,,,https://store.joebiden.com/biden-harris-yard-sign/#.XzSoB2daMA8.twitter,0,1293964301389254662,,,,en,,false,78,1293739162512883718,JulieZebrak,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @JulieZebrak: Don’t forget your Biden/Harris Yard Sign https://t.co/mQcQqQTOUH,https://twitter.com/Women4Biden/status/1293964301389254662,Thu Apr 23 00:40:27 +0000 2020,Women4Biden,false,"We did it! We believe when women show up, we win. Helped President-Elect @JoeBiden and Vice President-Elect @KamalaHarris win in 2020. #BidenHarris2020",17168,74844,2608,236,The White House,WomenForBidenHarris,Women4Biden,14529,,,false
,Thu Jul 23 00:17:59 +0000 2020,,,,0,1286093163007025153,,,,en,,,25429,1286089896310931457,JoeBiden,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @JoeBiden: Let me be clear: If vote-by-mail is good enough for Donald Trump and his administration, then it's good enough for all of us.…",https://twitter.com/Women4Biden/status/1286093163007025153,Thu Apr 23 00:40:27 +0000 2020,Women4Biden,false,"We did it! We believe when women show up, we win. Helped President-Elect @JoeBiden and Vice President-Elect @KamalaHarris win in 2020. #BidenHarris2020",17168,74844,2608,236,The White House,WomenForBidenHarris,Women4Biden,14529,,,false
,Thu Aug 13 22:09:06 +0000 2020,COVID19,,,0,1294033264940851200,,,,en,,,1360,1294033124352040961,SenDuckworth,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @SenDuckworth: Hey Donald Trump—our National Guard troops across this country have been activated to respond to the #COVID19 crisis, whi…",https://twitter.com/votevets/status/1294033264940851200,Mon Sep 29 16:00:48 +0000 2008,votevets,false,"Blocked by @realDonaldTrump. Since 2006, 700K veterans, military families, & supporters have been electing Veterans to office & fighting for progressive values.",19391,275231,5455,1868,United States,VoteVets (Text VOTEVETS to 88424),votevets,23852,,https://linktr.ee/VoteVets,true
,Thu Aug 06 06:31:55 +0000 2020,,,,0,1291260699704881152,,,,en,,,1221,1291136213978578945,hunterw,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @hunterw: When the reporter told him @johnthune raised this issue, Trump asked if Thune was a Republican. He was not happy with the answ…",https://twitter.com/WhiteHouseWacko/status/1291260699704881152,Tue Jan 31 04:17:17 +0000 2017,WhiteHouseWacko,false,"#TeamPelosi #Resist #RESISTANCE Blocked by D.Loesch, T. Fitton, D. Bongino, S. Baio, K. Alley, C. Woolery, M. Tracey & R. Moore. #TrumpResign",62765,4253,4998,1,"Los Angeles, Ca",I Won't Back Down To Trumpism,WhiteHouseWacko,138702,,,false
,Mon Aug 10 03:19:31 +0000 2020,,https://twitter.com/ReesusP/status/1292637302796083200/photo/1,,0,1292661828971945984,,,,und,,false,85,1292637302796083200,ReesusP,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @ReesusP: @realDonaldTrump https://t.co/FrzHJe2MIc,https://twitter.com/WhiteHouseWacko/status/1292661828971945984,Tue Jan 31 04:17:17 +0000 2017,WhiteHouseWacko,false,"#TeamPelosi #Resist #RESISTANCE Blocked by D.Loesch, T. Fitton, D. Bongino, S. Baio, K. Alley, C. Woolery, M. Tracey & R. Moore. #TrumpResign",62765,4253,4998,1,"Los Angeles, Ca",I Won't Back Down To Trumpism,WhiteHouseWacko,138702,,,false
,Thu Aug 06 16:41:00 +0000 2020,,,https://www.cbsnews.com/news/biden-campaign-2020-largest-political-ad-buy-presidential-candidate/,73,1291413977709318144,,,,en,,false,29,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Biden's team is planning to reach voters in at least 15 states, with messages that feature the former vice president speaking directly to camera about the response to the COVID-19 pandemic and the resulting economic fall.

https://t.co/SKFm8f2l0V",https://twitter.com/Women4Biden/status/1291413977709318144,Thu Apr 23 00:40:27 +0000 2020,Women4Biden,false,"We did it! We believe when women show up, we win. Helped President-Elect @JoeBiden and Vice President-Elect @KamalaHarris win in 2020. #BidenHarris2020",17168,74844,2608,236,The White House,WomenForBidenHarris,Women4Biden,14529,,,false
,Fri Jul 10 06:20:04 +0000 2020,,,,0,1281473241555496963,,,,en,,,84,1281442038529974273,johnpavlovitz,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @johnpavlovitz: .@realDonaldTrump is a small, fragile, man-child and he has nothing but contempt for our servicemen and servicewomen.

A…",https://twitter.com/WhiteHouseWacko/status/1281473241555496963,Tue Jan 31 04:17:17 +0000 2017,WhiteHouseWacko,false,"#TeamPelosi #Resist #RESISTANCE Blocked by D.Loesch, T. Fitton, D. Bongino, S. Baio, K. Alley, C. Woolery, M. Tracey & R. Moore. #TrumpResign",62765,4253,4998,1,"Los Angeles, Ca",I Won't Back Down To Trumpism,WhiteHouseWacko,138702,,,false
,Tue Aug 11 19:39:06 +0000 2020,,,,0,1293270737697083394,,,,en,,,744,1293262481725562880,jeneps,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @jeneps: Confirmed that Biden has made a decision on VP and the announcement could come today...,https://twitter.com/Il4Kamala/status/1293270737697083394,Mon Apr 01 13:51:41 +0000 2019,Il4Kamala,false,Affinity account for Kamala supporters from IL #BidenHarris2020 #Khive4Biden #Biden2020  IG: @Illinois4Kamala,13704,1755,1734,13,"Illinois, USA",Illinois For Kamala #BidenHarris2020 ⚖️,Il4Kamala,11015,,http://www.illinois4kamala.com,false
,Sun Jul 12 22:51:17 +0000 2020,DonaldTrumpJr VoterFraud,,,0,1282447468894973954,,,,en,,,5805,1282373932193124352,AprilDRyan,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @AprilDRyan: So #DonaldTrumpJr tweeted a story on #VoterFraud in West Virginia to make a point about voting by mail; only to be embarras…,https://twitter.com/WhiteHouseWacko/status/1282447468894973954,Tue Jan 31 04:17:17 +0000 2017,WhiteHouseWacko,false,"#TeamPelosi #Resist #RESISTANCE Blocked by D.Loesch, T. Fitton, D. Bongino, S. Baio, K. Alley, C. Woolery, M. Tracey & R. Moore. #TrumpResign",62765,4253,4998,1,"Los Angeles, Ca",I Won't Back Down To Trumpism,WhiteHouseWacko,138702,,,false
,Wed Aug 12 20:22:29 +0000 2020,,,,0,1293644042253660160,,,,en,,,1,1293644004450537478,inrepublicanhel,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @inrepublicanhel: @gscucci @WhiteHouseWacko @GovRonDeSantis @realDonaldTrump If he has close contact which it, and it sounds like he did…",https://twitter.com/WhiteHouseWacko/status/1293644042253660160,Tue Jan 31 04:17:17 +0000 2017,WhiteHouseWacko,false,"#TeamPelosi #Resist #RESISTANCE Blocked by D.Loesch, T. Fitton, D. Bongino, S. Baio, K. Alley, C. Woolery, M. Tracey & R. Moore. #TrumpResign",62765,4253,4998,1,"Los Angeles, Ca",I Won't Back Down To Trumpism,WhiteHouseWacko,138702,,,false
,Sun Jul 12 22:51:43 +0000 2020,,,,0,1282447576046858240,,,,en,,,250,1282435944453267456,kazweida,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @kazweida: This is exactly why the Trump administration is ignoring coronavirus.,https://twitter.com/WhiteHouseWacko/status/1282447576046858240,Tue Jan 31 04:17:17 +0000 2017,WhiteHouseWacko,false,"#TeamPelosi #Resist #RESISTANCE Blocked by D.Loesch, T. Fitton, D. Bongino, S. Baio, K. Alley, C. Woolery, M. Tracey & R. Moore. #TrumpResign",62765,4253,4998,1,"Los Angeles, Ca",I Won't Back Down To Trumpism,WhiteHouseWacko,138702,,,false
,Tue Jul 21 18:01:49 +0000 2020,,,,0,1285636112631857152,realDonaldTrump,1285520982648729600,25073877,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@realDonaldTrump The polls say the game's over for you already.,https://twitter.com/WhiteHouseWacko/status/1285636112631857152,Tue Jan 31 04:17:17 +0000 2017,WhiteHouseWacko,false,"#TeamPelosi #Resist #RESISTANCE Blocked by D.Loesch, T. Fitton, D. Bongino, S. Baio, K. Alley, C. Woolery, M. Tracey & R. Moore. #TrumpResign",62765,4253,4998,1,"Los Angeles, Ca",I Won't Back Down To Trumpism,WhiteHouseWacko,138702,,,false
,Fri Jul 24 02:30:41 +0000 2020,,,,0,1286488946260627461,,,,en,,,325,1286476511034441733,EliStokols,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @EliStokols: As Trump plays Mr. Tough Guy on Hannity, a reminder that his notions of cities (diverse, scary!) and suburbs  (white) are d…",https://twitter.com/WhiteHouseWacko/status/1286488946260627461,Tue Jan 31 04:17:17 +0000 2017,WhiteHouseWacko,false,"#TeamPelosi #Resist #RESISTANCE Blocked by D.Loesch, T. Fitton, D. Bongino, S. Baio, K. Alley, C. Woolery, M. Tracey & R. Moore. #TrumpResign",62765,4253,4998,1,"Los Angeles, Ca",I Won't Back Down To Trumpism,WhiteHouseWacko,138702,,,false
