coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Fri Oct 09 14:34:08 +0000 2020,OpenDebate,,,0,1314574876917862400,,,,en,,,72,1314359948885872640,HowieHawkins,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @HowieHawkins: Thank you @FreeandEqual for hosting tonight's #OpenDebate.

73% of voters will see Hawkins/Walker listed on their ballot.…",https://twitter.com/GreenPartyofNJ/status/1314574876917862400,Thu Feb 25 17:05:13 +0000 2010,GreenPartyofNJ,false,"#GreenTwitter: #GND #M4A #UBI #freecollege #defundPolice #defundWar. Seeking #Green candidates, organizers, media folx, donors https://t.co/lEKP1xmAtt , bffs",22559,7776,9432,117,New Jersey/Leni Lenape lands ,Green Party of New Jersey,GreenPartyofNJ,35989,,http://www.GPNJ.org,true
,Fri Sep 11 16:46:54 +0000 2020,,,,0,1304461427613335554,,,,en,,,5,1304455061326585856,DaveOchman,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @DaveOchman: Stop what you are doing and go to 2 major search engines ...

Make sure you search @HowieHawkins and @AngelaNWalker one tim…",https://twitter.com/GreenPartyofNJ/status/1304461427613335554,Thu Feb 25 17:05:13 +0000 2010,GreenPartyofNJ,false,"#GreenTwitter: #GND #M4A #UBI #freecollege #defundPolice #defundWar. Seeking #Green candidates, organizers, media folx, donors https://t.co/lEKP1xmAtt , bffs",22559,7776,9432,117,New Jersey/Leni Lenape lands ,Green Party of New Jersey,GreenPartyofNJ,35989,,http://www.GPNJ.org,true
,Tue Sep 29 15:02:22 +0000 2020,LetHowieDebate OpenTheDebates VoteGreen2020 Debates2020,,https://twitter.com/HowieHawkins/status/1310670886190669824,0,1310958099507838978,,,,und,,false,55,1310925711054712833,GreenPartyUS,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @GreenPartyUS: #LetHowieDebate #OpenTheDebates #VoteGreen2020 #Debates2020 https://t.co/8Lpn4QiwpJ,https://twitter.com/GreenPartyofNJ/status/1310958099507838978,Thu Feb 25 17:05:13 +0000 2010,GreenPartyofNJ,false,"#GreenTwitter: #GND #M4A #UBI #freecollege #defundPolice #defundWar. Seeking #Green candidates, organizers, media folx, donors https://t.co/lEKP1xmAtt , bffs",22559,7776,9432,117,New Jersey/Leni Lenape lands ,Green Party of New Jersey,GreenPartyofNJ,35989,,http://www.GPNJ.org,true
,Fri Jul 24 06:27:37 +0000 2020,,,,0,1286548571739889664,,,,en,,,50,1286392992224481291,WIGreens,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @WIGreens: Our @GreenPartyUS VP candidate @AngelaNWalker is visiting her home city of Milwaukee to meet voters and gather signatures to…,https://twitter.com/GreenPartyofNJ/status/1286548571739889664,Thu Feb 25 17:05:13 +0000 2010,GreenPartyofNJ,false,"#GreenTwitter: #GND #M4A #UBI #freecollege #defundPolice #defundWar. Seeking #Green candidates, organizers, media folx, donors https://t.co/lEKP1xmAtt , bffs",22559,7776,9432,117,New Jersey/Leni Lenape lands ,Green Party of New Jersey,GreenPartyofNJ,35989,,http://www.GPNJ.org,true
,Thu Oct 08 13:37:04 +0000 2020,,,,0,1314198123988819970,,,,en,,,71,1314023006457532417,AngelaNWalker,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @AngelaNWalker: If you work to end the wars that US personnel are involved in worldwide, then we won't have to have this discussion. We'…",https://twitter.com/TXGreens/status/1314198123988819970,Fri Apr 09 04:13:10 +0000 2010,TXGreens,false,"People, Peace, & Planet over Profit! 
RT/F etc is not endorsement
http://t.co/pANIcJdKG5",6201,3432,3375,98,Tejas,Green Party of Texas,TXGreens,4469,,http://www.txgreens.org,true
,Thu Oct 08 01:48:57 +0000 2020,,,,35,1314019924424175616,LeftwardSwing,1314018744419590100,1112020050,en,,,3,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@LeftwardSwing @AngelaNWalker Truth.,https://twitter.com/HowieHawkins/status/1314019924424175616,Mon May 10 09:57:01 +0000 2010,HowieHawkins,false,"2020 Green Party nominee for President, running w/ @AngelaNWalker.

Help build the Green New Deal today: https://t.co/8wKzB9BxF8

Tweets by staff.",1618,73330,2996,403,"Syracuse, NY",Howie Hawkins,HowieHawkins,10573,,https://howiehawkins.us/,true
,Fri Jul 24 06:27:53 +0000 2020,,,,0,1286548639763103745,,,,en,,,14,1286259374701383687,vagreenparty,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @vagreenparty: Why You Should Vote Third Party

5) The two major parties ignore major issues

In addition to downplaying issues like cli…",https://twitter.com/GreenPartyofNJ/status/1286548639763103745,Thu Feb 25 17:05:13 +0000 2010,GreenPartyofNJ,false,"#GreenTwitter: #GND #M4A #UBI #freecollege #defundPolice #defundWar. Seeking #Green candidates, organizers, media folx, donors https://t.co/lEKP1xmAtt , bffs",22559,7776,9432,117,New Jersey/Leni Lenape lands ,Green Party of New Jersey,GreenPartyofNJ,35989,,http://www.GPNJ.org,true
,Tue Jul 28 03:12:28 +0000 2020,,,,0,1287949013501779968,,,,en,,,77,1287884505898835969,ajamubaraka,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @ajamubaraka: While some beg the imperialist democrats for crumbs &amp; fear Trump, the Black radical tradition that informs the politics of…",https://twitter.com/GreenPartyofNJ/status/1287949013501779968,Thu Feb 25 17:05:13 +0000 2010,GreenPartyofNJ,false,"#GreenTwitter: #GND #M4A #UBI #freecollege #defundPolice #defundWar. Seeking #Green candidates, organizers, media folx, donors https://t.co/lEKP1xmAtt , bffs",22559,7776,9432,117,New Jersey/Leni Lenape lands ,Green Party of New Jersey,GreenPartyofNJ,35989,,http://www.GPNJ.org,true
,Tue Sep 29 15:02:17 +0000 2020,LetHowieDebate,,,0,1310958081484914697,,,,en,,,16,1310895879100882944,OhioGreenParty,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @OhioGreenParty: Today is the day! We hope to see you in Cleveland or Columbus with @HowieHawkins. #LetHowieDebate 

More info: https://…",https://twitter.com/GreenPartyofNJ/status/1310958081484914697,Thu Feb 25 17:05:13 +0000 2010,GreenPartyofNJ,false,"#GreenTwitter: #GND #M4A #UBI #freecollege #defundPolice #defundWar. Seeking #Green candidates, organizers, media folx, donors https://t.co/lEKP1xmAtt , bffs",22559,7776,9432,117,New Jersey/Leni Lenape lands ,Green Party of New Jersey,GreenPartyofNJ,35989,,http://www.GPNJ.org,true
,Mon Jul 27 03:02:43 +0000 2020,,,,0,1287584170991063040,,,,en,,,13,1286763348994883585,Christo67894101,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @Christo67894101: @BernieSanders and @HowieHawkins were fighting for social and economic justice for over 50-years. What was Biden doing…,https://twitter.com/GreenPartyofNJ/status/1287584170991063040,Thu Feb 25 17:05:13 +0000 2010,GreenPartyofNJ,false,"#GreenTwitter: #GND #M4A #UBI #freecollege #defundPolice #defundWar. Seeking #Green candidates, organizers, media folx, donors https://t.co/lEKP1xmAtt , bffs",22559,7776,9432,117,New Jersey/Leni Lenape lands ,Green Party of New Jersey,GreenPartyofNJ,35989,,http://www.GPNJ.org,true
,Mon Sep 21 02:32:46 +0000 2020,UBI M4A GND defundpolice,,https://www.nj.com/politics/2020/09/500-rebate-checks-to-arrive-during-murphy-election-year-nj-republicans-call-it-a-campaign-gimmick.html,9,1307870356611436544,,,,en,,false,3,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",$500 rebate checks to arrive during Murphy election year. N.J. GOP call it a gimmick. https://t.co/ykujIm771I It's not enough. If you vote your absentee ballot for @HowieHawkins @AngelaNWalker @hoffman4US2020 we'll go for #UBI of $2K a month minimum plus #M4A #GND #defundpolice,https://twitter.com/GreenPartyofNJ/status/1307870356611436544,Thu Feb 25 17:05:13 +0000 2010,GreenPartyofNJ,false,"#GreenTwitter: #GND #M4A #UBI #freecollege #defundPolice #defundWar. Seeking #Green candidates, organizers, media folx, donors https://t.co/lEKP1xmAtt , bffs",22559,7776,9432,117,New Jersey/Leni Lenape lands ,Green Party of New Jersey,GreenPartyofNJ,35989,,http://www.GPNJ.org,true
,Sat Sep 19 17:10:54 +0000 2020,,,,10,1307366569492787201,bottoms4ossoff,1307364652741988400,1158248087946588200,ht,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@bottoms4savage @JoeBiden Bye sweetie.,https://twitter.com/GreenPartyofNJ/status/1307366569492787201,Thu Feb 25 17:05:13 +0000 2010,GreenPartyofNJ,false,"#GreenTwitter: #GND #M4A #UBI #freecollege #defundPolice #defundWar. Seeking #Green candidates, organizers, media folx, donors https://t.co/lEKP1xmAtt , bffs",22559,7776,9432,117,New Jersey/Leni Lenape lands ,Green Party of New Jersey,GreenPartyofNJ,35989,,http://www.GPNJ.org,true
,Sun Sep 20 17:25:35 +0000 2020,,,,0,1307732653832056832,,,,en,,,2,1307729478001590275,bunnyboihours,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Taylorplayshorn: I’m further left than Howie Hawkins, this is why I appreciate him while I hold the dem/gop with discontent. https://t.…",https://twitter.com/GreenPartyofNJ/status/1307732653832056832,Thu Feb 25 17:05:13 +0000 2010,GreenPartyofNJ,false,"#GreenTwitter: #GND #M4A #UBI #freecollege #defundPolice #defundWar. Seeking #Green candidates, organizers, media folx, donors https://t.co/lEKP1xmAtt , bffs",22559,7776,9432,117,New Jersey/Leni Lenape lands ,Green Party of New Jersey,GreenPartyofNJ,35989,,http://www.GPNJ.org,true
,Fri Aug 21 13:34:37 +0000 2020,,,,0,1296802891278229504,,,,en,,,1,1296638171208273920,MarkNorberg2,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @MarkNorberg2: How to talk to Biden fanatics in 8 easy tweets: Here's a typical convo with someone insisting that if I vote for the @Gre…,https://twitter.com/GreenPartyofNJ/status/1296802891278229504,Thu Feb 25 17:05:13 +0000 2010,GreenPartyofNJ,false,"#GreenTwitter: #GND #M4A #UBI #freecollege #defundPolice #defundWar. Seeking #Green candidates, organizers, media folx, donors https://t.co/lEKP1xmAtt , bffs",22559,7776,9432,117,New Jersey/Leni Lenape lands ,Green Party of New Jersey,GreenPartyofNJ,35989,,http://www.GPNJ.org,true
,Mon Jul 27 11:03:30 +0000 2020,,,http://eepurl.com/g_m2Zb,43,1287705163696922625,,,,en,,false,19,,,"<a href=""http://www.mailchimp.com"" rel=""nofollow"">Mailchimp</a>",Posts from Howie Hawkins for President | Angela Walker for Vice President for 07/27/2020 - https://t.co/YKTWQcCPdi,https://twitter.com/AngelaNWalker/status/1287705163696922625,Sat Apr 06 00:30:29 +0000 2019,AngelaNWalker,false,"Activist, Organizer, Mother, Grandmother, Veteran, and Green Party Nominee for Vice President. Running mate of @HowieHawkins",8220,30168,3590,135,"Florence, SC",Angela Walker,AngelaNWalker,5297,,http://www.HowieHawkins.us,true
,Thu Oct 08 01:43:54 +0000 2020,,,,0,1314018652308623360,,,,en,,,307,1314018346032128000,AngelaNWalker,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @AngelaNWalker: Psst...you can create millions of new green jobs that don't require the further desecration of this planet. Someone shou…,https://twitter.com/GreenPartyofNJ/status/1314018652308623360,Thu Feb 25 17:05:13 +0000 2010,GreenPartyofNJ,false,"#GreenTwitter: #GND #M4A #UBI #freecollege #defundPolice #defundWar. Seeking #Green candidates, organizers, media folx, donors https://t.co/lEKP1xmAtt , bffs",22559,7776,9432,117,New Jersey/Leni Lenape lands ,Green Party of New Jersey,GreenPartyofNJ,35989,,http://www.GPNJ.org,true
,Mon Aug 17 15:35:07 +0000 2020,EGND Ecosocialist,,,0,1295383664780509192,,,,en,,,25,1295058030074241024,HowieHawkins,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @HowieHawkins: Closing our the last few weeks looking at the #EGND, last fall Howie presented gave a talk on his #Ecosocialist #GreenNew…",https://twitter.com/GreenPartyofNJ/status/1295383664780509192,Thu Feb 25 17:05:13 +0000 2010,GreenPartyofNJ,false,"#GreenTwitter: #GND #M4A #UBI #freecollege #defundPolice #defundWar. Seeking #Green candidates, organizers, media folx, donors https://t.co/lEKP1xmAtt , bffs",22559,7776,9432,117,New Jersey/Leni Lenape lands ,Green Party of New Jersey,GreenPartyofNJ,35989,,http://www.GPNJ.org,true
,Mon Jul 13 23:02:28 +0000 2020,,,https://politi.co/3fn3po8,0,1282812668378742789,,,,en,,false,105,1282661656108118016,RalphNader,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @RalphNader: See: Howie Hawkins goes national  https://t.co/j99IycmQbr,https://twitter.com/HowieHawkins/status/1282812668378742789,Mon May 10 09:57:01 +0000 2010,HowieHawkins,false,"2020 Green Party nominee for President, running w/ @AngelaNWalker.

Help build the Green New Deal today: https://t.co/8wKzB9BxF8

Tweets by staff.",1618,73330,2996,403,"Syracuse, NY",Howie Hawkins,HowieHawkins,10573,,https://howiehawkins.us/,true
,Fri Jul 24 06:30:52 +0000 2020,DidYouKnow,,,0,1286549393441685508,,,,en,,,53,1286085504069447681,SPofUSA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @SPofUSA: #DidYouKnow: @AngelaNWalker is the first person in Socialist Party USA history to be nominated twice for the vice presidency (…,https://twitter.com/GreenPartyofNJ/status/1286549393441685508,Thu Feb 25 17:05:13 +0000 2010,GreenPartyofNJ,false,"#GreenTwitter: #GND #M4A #UBI #freecollege #defundPolice #defundWar. Seeking #Green candidates, organizers, media folx, donors https://t.co/lEKP1xmAtt , bffs",22559,7776,9432,117,New Jersey/Leni Lenape lands ,Green Party of New Jersey,GreenPartyofNJ,35989,,http://www.GPNJ.org,true
,Mon Jul 27 03:02:00 +0000 2020,MatchingFunds Cats4Howie,https://twitter.com/HowieHawkins/status/1287573425008119808/photo/1,,0,1287583990703108102,,,,en,,false,36,1287573425008119808,HowieHawkins,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @HowieHawkins: Arya overseeing our #MatchingFunds application. #Cats4Howie https://t.co/NQKgzF0htS,https://twitter.com/GreenPartyofNJ/status/1287583990703108102,Thu Feb 25 17:05:13 +0000 2010,GreenPartyofNJ,false,"#GreenTwitter: #GND #M4A #UBI #freecollege #defundPolice #defundWar. Seeking #Green candidates, organizers, media folx, donors https://t.co/lEKP1xmAtt , bffs",22559,7776,9432,117,New Jersey/Leni Lenape lands ,Green Party of New Jersey,GreenPartyofNJ,35989,,http://www.GPNJ.org,true
,Thu Jul 09 22:18:27 +0000 2020,,,http://camgordon.org/priorities,0,1281352039893733376,,,,en,,false,5,1269862618635759616,GreenPartyLACty,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @GreenPartyLACty: Minneapolis Green City Councilmember Cam Gordon https://t.co/afiCTI156g is one of 9 Mpls city council members committi…,https://twitter.com/GPUSBlackCaucus/status/1281352039893733376,Mon Jan 16 02:12:53 +0000 2017,GPUSBlackCaucus,false,"Official Twitter account of the @GreenPartyUS Black Caucus. Facebook: https://t.co/tGOiWIcx8F
Follow =/ Endorsement",279,975,151,31,United States,US Green Party Black Caucus 🌻,GPUSBlackCaucus,391,,https://www.blackcaucusgreens.org/,true
,Sun Jul 05 15:29:08 +0000 2020,,,,0,1279799480301355008,,,,en,,,169,1279779790149562371,dev_decker,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @dev_decker: This is the type of tribalistic bs that’s gonna get us all killed

Ebola - 2 deaths
Obama lacked leadership

COVID - +100K…",https://twitter.com/GreenPartyofNJ/status/1279799480301355008,Thu Feb 25 17:05:13 +0000 2010,GreenPartyofNJ,false,"#GreenTwitter: #GND #M4A #UBI #freecollege #defundPolice #defundWar. Seeking #Green candidates, organizers, media folx, donors https://t.co/lEKP1xmAtt , bffs",22559,7776,9432,117,New Jersey/Leni Lenape lands ,Green Party of New Jersey,GreenPartyofNJ,35989,,http://www.GPNJ.org,true
,Mon Jul 27 03:02:19 +0000 2020,,,,0,1287584072823431170,,,,en,,,12,1287581748340170759,Green4Ward3,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @Green4Ward3: The movement continues with Hawkins/Walker and the Unity Ticket. If you support progressive policies then there is no othe…,https://twitter.com/GreenPartyofNJ/status/1287584072823431170,Thu Feb 25 17:05:13 +0000 2010,GreenPartyofNJ,false,"#GreenTwitter: #GND #M4A #UBI #freecollege #defundPolice #defundWar. Seeking #Green candidates, organizers, media folx, donors https://t.co/lEKP1xmAtt , bffs",22559,7776,9432,117,New Jersey/Leni Lenape lands ,Green Party of New Jersey,GreenPartyofNJ,35989,,http://www.GPNJ.org,true
,Sat Aug 22 04:43:22 +0000 2020,,,,0,1297031584260993024,,,,en,,,60,1296810317905899523,HowieHawkins,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @HowieHawkins: The question for progressives/climate activists is, how are they going vote against Trump? Settle for Biden who has no cl…",https://twitter.com/TXGreens/status/1297031584260993024,Fri Apr 09 04:13:10 +0000 2010,TXGreens,false,"People, Peace, & Planet over Profit! 
RT/F etc is not endorsement
http://t.co/pANIcJdKG5",6201,3432,3375,98,Tejas,Green Party of Texas,TXGreens,4469,,http://www.txgreens.org,true
,Wed Oct 07 20:01:11 +0000 2020,LetHowieDeabte,https://twitter.com/HowieHawkins/status/1313932405129072642/photo/1,https://hawkins20.us/Debates,246,1313932405129072642,,,,en,,false,109,,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Voters need to hear from all the candidates, not only the corproate approved ones! We can't rely on the racist Trump or the neoliberal Biden to address the life and death issues we face. We need new leadership!

Sign the petitionto #LetHowieDeabte at https://t.co/SFHOKUkw7Y https://t.co/3SRmAszlPe",https://twitter.com/HowieHawkins/status/1313932405129072642,Mon May 10 09:57:01 +0000 2010,HowieHawkins,false,"2020 Green Party nominee for President, running w/ @AngelaNWalker.

Help build the Green New Deal today: https://t.co/8wKzB9BxF8

Tweets by staff.",1618,73330,2996,403,"Syracuse, NY",Howie Hawkins,HowieHawkins,10573,,https://howiehawkins.us/,true
